tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_country,loser_country,winner_lat,winner_long,loser_lat,loser_long
2010-328,Basel,Hard,32,A,20101101,31,103819,1,NA,Roger Federer,R,185,SUI,29.2320328542,104925,2,NA,Novak Djokovic,R,188,SRB,23.446954141,6-4 3-6 6-1,3,F,115,6,4,84,49,39,19,13,4,5,4,2,82,57,37,16,13,5,8,2,7495,3,7145,2010,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2010-605,Tour Finals,Hard,8,F,20101121,4,103819,NA,NA,Roger Federer,R,185,SUI,29.2895277207,104925,NA,NA,Novak Djokovic,R,188,SRB,23.5044490075,6-1 6-4,3,SF,81,4,1,55,34,26,12,9,0,1,2,3,57,35,20,9,8,7,11,2,7645,3,5635,2010,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2010-605,Tour Finals,Hard,8,F,20101121,5,103819,NA,NA,Roger Federer,R,185,SUI,29.2895277207,104745,NA,NA,Rafael Nadal,L,185,ESP,24.4709103354,6-3 3-6 6-1,3,F,98,7,1,64,40,37,14,13,1,2,1,1,66,51,33,10,12,0,3,2,7645,1,11450,2010,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2010-605,Tour Finals,Hard,8,F,20101121,11,104745,NA,NA,Rafael Nadal,L,185,ESP,24.4709103354,104925,NA,NA,Novak Djokovic,R,188,SRB,23.5044490075,7-5 6-2,3,RR,112,6,0,62,33,24,18,10,4,5,7,1,61,39,25,10,10,4,8,1,11450,3,5635,2010,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2011-580,Australian Open,Hard,128,G,20110117,126,104925,3,NA,Novak Djokovic,R,188,SRB,23.6577686516,103819,2,NA,Roger Federer,R,185,SUI,29.4428473648,7-6(3) 7-5 6-4,5,SF,180,6,5,125,86,63,16,17,7,10,5,0,105,62,45,20,17,9,14,3,6240,2,9245,2011,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2011-495,Dubai,Hard,32,A,20110221,31,104925,2,NA,Novak Djokovic,R,188,SRB,23.7535934292,103819,1,NA,Roger Federer,R,185,SUI,29.5386721424,6-3 6-3,3,F,72,5,0,49,33,27,9,9,1,2,5,1,58,35,22,9,9,6,10,3,7880,2,7965,2011,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2011-404,Indian Wells Masters,Hard,96,M,20110310,94,104925,3,NA,Novak Djokovic,R,188,SRB,23.7919233402,103819,2,NA,Roger Federer,R,185,SUI,29.5770020534,6-3 3-6 6-2,3,SF,127,3,4,85,57,36,15,13,6,9,1,2,85,48,33,15,13,5,10,3,7800,2,7965,2011,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2011-404,Indian Wells Masters,Hard,96,M,20110310,95,104925,3,NA,Novak Djokovic,R,188,SRB,23.7919233402,104745,1,NA,Rafael Nadal,L,185,ESP,24.758384668,4-6 6-3 6-2,3,F,146,4,4,89,55,41,18,14,6,9,2,0,69,29,20,23,13,3,8,3,7800,1,12390,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-403,Miami Masters,Hard,96,M,20110323,93,104745,1,NA,Rafael Nadal,L,185,ESP,24.7967145791,103819,3,NA,Roger Federer,R,185,SUI,29.6153319644,6-3 6-2,3,SF,79,0,0,45,34,28,7,8,2,2,6,1,58,35,20,11,9,1,5,1,12630,3,8280,2011,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2011-403,Miami Masters,Hard,96,M,20110323,95,104925,2,NA,Novak Djokovic,R,188,SRB,23.8302532512,104745,1,NA,Rafael Nadal,L,185,ESP,24.7967145791,4-6 6-3 7-6(4),3,F,202,3,0,95,54,36,29,16,2,4,5,6,110,66,46,20,15,7,9,2,8710,1,12630,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-1536,Madrid Masters,Clay,56,M,20110501,53,104745,1,NA,Rafael Nadal,L,185,ESP,24.9117043121,103819,3,NA,Roger Federer,R,185,SUI,29.7303216975,5-7 6-1 6-3,3,SF,156,1,0,101,82,55,10,14,9,11,0,1,103,63,41,16,14,7,12,1,11915,3,8690,2011,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2011-1536,Madrid Masters,Clay,56,M,20110501,55,104925,2,NA,Novak Djokovic,R,188,SRB,23.9452429843,104745,1,NA,Rafael Nadal,L,185,ESP,24.9117043121,7-5 6-4,3,F,138,3,1,58,33,23,13,11,3,6,3,0,75,52,29,9,11,7,12,2,9710,1,11915,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-416,Rome Masters,Clay,56,M,20110508,55,104925,2,NA,Novak Djokovic,R,188,SRB,23.9644079398,104745,1,NA,Rafael Nadal,L,185,ESP,24.9308692676,6-4 6-4,3,F,133,0,1,61,46,31,7,10,1,3,2,1,69,49,33,5,10,7,11,2,10665,1,12470,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-520,Roland Garros,Clay,128,G,20110522,126,103819,3,NA,Roger Federer,R,185,SUI,29.787816564,104925,2,NA,Novak Djokovic,R,188,SRB,24.0027378508,7-6(5) 6-3 3-6 7-6(5),5,SF,219,18,2,141,91,70,25,21,9,13,7,2,168,112,67,34,21,21,25,3,8390,2,11665,2011,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2011-520,Roland Garros,Clay,128,G,20110522,127,104745,1,NA,Rafael Nadal,L,185,ESP,24.9691991786,103819,3,NA,Roger Federer,R,185,SUI,29.787816564,7-5 7-6(3) 5-7 6-1,5,F,220,4,3,147,106,69,21,22,10,15,11,1,126,80,55,18,21,8,15,1,12070,3,8390,2011,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2011-540,Wimbledon,Grass,128,G,20110620,127,104925,2,NA,Novak Djokovic,R,188,SRB,24.0793976728,104745,1,NA,Rafael Nadal,L,185,ESP,25.0458590007,6-4 6-1 1-6 6-3,5,F,148,7,1,95,69,50,14,17,3,6,5,1,82,64,43,8,16,1,6,2,12005,1,12070,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-560,US Open,Hard,128,G,20110829,125,104925,1,NA,Novak Djokovic,R,188,SRB,24.2710472279,103819,3,NA,Roger Federer,R,185,SUI,30.0561259411,6-7(7) 4-6 6-3 6-2 7-5,5,SF,231,8,6,140,82,68,32,26,2,5,11,4,164,101,68,35,25,6,12,1,13920,3,8380,2011,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2011-560,US Open,Hard,128,G,20110829,127,104925,1,NA,Novak Djokovic,R,188,SRB,24.2710472279,104745,2,NA,Rafael Nadal,L,185,ESP,25.2375085558,6-2 6-4 6-7(3) 6-1,5,F,250,7,1,127,84,55,19,19,8,14,2,3,141,96,50,19,18,15,27,1,13920,2,11420,2011,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2011-605,Tour Finals,Hard,16,F,20111120,2,103819,NA,NA,Roger Federer,R,185,SUI,30.2861054073,104745,NA,NA,Rafael Nadal,L,185,ESP,25.4674880219,6-3 6-0,3,RR,61,6,1,40,27,23,9,8,0,0,1,0,41,30,14,5,7,2,6,4,6670,2,9375,2011,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2012-580,Australian Open,Hard,128,G,20120116,126,104745,2,NA,Rafael Nadal,L,185,ESP,25.620807666,103819,3,NA,Roger Federer,R,185,SUI,30.4394250513,6-7(5) 6-2 7-6(5) 6-4,5,SF,222,4,1,141,109,75,20,21,7,10,11,5,135,86,57,27,21,10,16,2,9595,3,8010,2012,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2012-580,Australian Open,Hard,128,G,20120116,127,104925,1,NA,Novak Djokovic,R,188,SRB,24.6543463381,104745,2,NA,Rafael Nadal,L,185,ESP,25.620807666,5-7 6-4 6-2 6-7(5) 7-5,5,F,353,9,2,166,98,67,43,27,2,6,10,4,203,135,88,32,27,13,20,1,13630,2,9595,2012,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2012-404,Indian Wells Masters,Hard,96,M,20120308,94,103819,3,NA,Roger Federer,R,185,SUI,30.5735797399,104745,2,NA,Rafael Nadal,L,185,ESP,25.7549623546,6-3 6-4,3,SF,92,6,2,56,36,23,13,10,2,4,0,2,56,40,23,7,9,2,6,3,8710,2,10415,2012,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2012-410,Monte Carlo Masters,Clay,56,M,20120415,55,104745,2,NA,Rafael Nadal,L,185,ESP,25.8699520876,104925,1,NA,Novak Djokovic,R,188,SRB,24.9034907598,6-3 6-1,3,F,79,3,1,38,26,22,6,8,0,1,0,0,48,30,12,10,8,3,8,2,9215,1,12670,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-416,Rome Masters,Clay,56,M,20120513,53,104925,1,NA,Novak Djokovic,R,188,SRB,24.9801505818,103819,3,NA,Roger Federer,R,185,SUI,30.765229295,6-2 7-6(4),3,SF,100,1,1,66,38,31,16,10,0,1,6,0,65,32,25,16,10,3,6,1,11200,2,9430,2012,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2012-416,Rome Masters,Clay,56,M,20120513,55,104745,2,NA,Rafael Nadal,L,185,ESP,25.9466119097,104925,1,NA,Novak Djokovic,R,188,SRB,24.9801505818,7-5 6-3,3,F,141,0,0,69,39,27,17,10,6,7,1,4,74,47,32,10,11,3,7,3,9105,1,11200,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-520,Roland Garros,Clay,128,G,20120527,125,104925,1,NA,Novak Djokovic,R,188,SRB,25.0184804928,103819,3,NA,Roger Federer,R,185,SUI,30.803559206,6-4 7-5 6-3,5,SF,125,6,2,91,62,45,14,16,4,8,9,3,86,48,27,17,15,3,10,1,11800,3,9790,2012,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2012-520,Roland Garros,Clay,128,G,20120527,127,104745,2,NA,Rafael Nadal,L,185,ESP,25.9849418207,104925,1,NA,Novak Djokovic,R,188,SRB,25.0184804928,6-4 6-3 2-6 7-5,5,F,229,4,4,118,73,45,24,19,3,10,3,4,123,73,45,22,20,8,17,2,10060,1,11800,2012,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2012-540,Wimbledon,Grass,128,G,20120625,125,103819,3,NA,Roger Federer,R,185,SUI,30.8802190281,104925,1,NA,Novak Djokovic,R,188,SRB,25.0951403149,6-3 3-6 6-4 6-3,5,SF,139,12,0,101,65,49,26,19,2,3,9,2,115,73,52,24,18,8,11,3,9435,1,12280,2012,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2012-422,Cincinnati Masters,Hard,56,M,20120812,55,103819,1,NA,Roger Federer,R,185,SUI,31.0143737166,104925,2,NA,Novak Djokovic,R,188,SRB,25.2292950034,6-0 7-6(7),3,F,80,8,1,56,33,27,15,9,0,0,2,5,61,35,23,13,9,1,4,1,11345,2,11270,2012,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2012-605,Tour Finals,Hard,8,F,20121105,515,104925,1,NA,Novak Djokovic,R,188,SRB,25.4592744695,103819,2,NA,Roger Federer,R,185,SUI,31.2443531828,7-6(6) 7-5,3,F,135,6,2,98,68,43,14,12,4,7,8,2,93,57,35,19,12,3,7,1,11420,2,9465,2012,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2013-404,Indian Wells Masters,Hard,96,M,20130307,92,104745,5,NA,Rafael Nadal,L,185,ESP,26.7515400411,103819,2,NA,Roger Federer,R,185,SUI,31.5701574264,6-4 6-2,3,QF,85,1,2,52,35,27,9,9,1,2,4,0,75,48,30,8,9,7,11,5,6105,2,9535,2013,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2013-410,Monte Carlo Masters,Clay,56,M,20130414,55,104925,1,NA,Novak Djokovic,R,188,SRB,25.9000684463,104745,3,NA,Rafael Nadal,L,185,ESP,26.8665297741,6-2 7-6(1),3,F,112,2,0,61,38,24,14,10,3,6,2,3,78,56,31,7,10,7,12,1,12500,5,6385,2013,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2013-416,Rome Masters,Clay,56,M,20130512,55,104745,5,NA,Rafael Nadal,L,185,ESP,26.9431895962,103819,2,NA,Roger Federer,R,185,SUI,31.7618069815,6-1 6-3,3,F,69,1,1,42,31,22,8,8,1,2,3,0,53,30,17,7,8,1,6,5,6895,3,7760,2013,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2013-520,Roland Garros,Clay,128,G,20130527,125,104745,3,NA,Rafael Nadal,L,185,ESP,26.9815195072,104925,1,NA,Novak Djokovic,R,188,SRB,26.0150581793,6-4 3-6 6-1 6-7(3) 9-7,5,SF,277,6,3,160,102,73,35,27,4,9,5,2,175,118,76,30,27,8,16,4,6895,1,12310,2013,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2013-421,Canada Masters,Hard,56,M,20130805,53,104745,4,NA,Rafael Nadal,L,185,ESP,27.1731690623,104925,1,NA,Novak Djokovic,R,188,SRB,26.2067077344,6-4 3-6 7-6(2),3,SF,149,7,1,94,66,47,16,15,4,6,8,7,98,63,45,19,16,3,5,4,6860,1,12040,2013,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2013-422,Cincinnati Masters,Hard,56,M,20130811,51,104745,4,NA,Rafael Nadal,L,185,ESP,27.1923340178,103819,5,NA,Roger Federer,R,185,SUI,32.0109514031,5-7 6-4 6-3,3,QF,134,3,1,94,69,51,15,16,1,2,4,0,102,65,44,23,15,7,9,3,7860,5,5515,2013,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2013-560,US Open,Hard,128,G,20130826,127,104745,2,NA,Rafael Nadal,L,185,ESP,27.2306639288,104925,1,NA,Novak Djokovic,R,188,SRB,26.264202601,6-2 3-6 6-4 6-1,5,F,201,1,1,121,78,51,24,17,8,11,6,2,102,69,40,16,17,5,11,2,8860,1,10980,2013,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2013-747,Beijing,Hard,32,A,20130930,31,104925,1,NA,Novak Djokovic,R,188,SRB,26.3600273785,104745,2,NA,Rafael Nadal,L,185,ESP,27.3264887064,6-3 6-4,3,F,87,5,1,46,33,30,10,10,0,0,2,2,60,39,31,7,9,2,4,1,11120,2,10860,2013,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2013-352,Paris Masters,Hard,48,M,20131028,46,104925,2,NA,Novak Djokovic,R,188,SRB,26.4366872005,103819,5,NA,Roger Federer,R,185,SUI,32.2217659138,4-6 6-3 6-2,3,SF,121,7,5,92,60,43,17,14,3,5,5,4,89,59,40,12,13,6,10,2,11120,6,4245,2013,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2013-605,Tour Finals,Hard,8,F,20131104,505,104925,2,NA,Novak Djokovic,R,188,SRB,26.4558521561,103819,6,NA,Roger Federer,R,185,SUI,32.2409308693,6-4 6-7(2) 6-2,3,RR,142,9,2,101,57,40,23,15,3,5,5,5,103,56,37,23,15,6,11,2,10610,7,3805,2013,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2013-605,Tour Finals,Hard,8,F,20131104,514,104745,1,NA,Rafael Nadal,L,185,ESP,27.4223134839,103819,6,NA,Roger Federer,R,185,SUI,32.2409308693,7-5 6-3,3,SF,80,2,0,56,43,32,9,10,3,4,6,1,59,39,27,8,11,0,4,1,12030,7,3805,2013,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2013-605,Tour Finals,Hard,8,F,20131104,515,104925,2,NA,Novak Djokovic,R,188,SRB,26.4558521561,104745,1,NA,Rafael Nadal,L,185,ESP,27.4223134839,6-3 6-4,3,F,96,6,0,58,38,26,14,10,2,3,1,4,61,45,26,8,9,8,11,2,10610,1,12030,2013,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2014-580,Australian Open,Hard,128,G,20140113,125,104745,1,NA,Rafael Nadal,L,185,ESP,27.613963039,103819,6,NA,Roger Federer,R,185,SUI,32.4325804244,7-6(4) 6-3 6-3,5,SF,144,3,1,86,56,41,22,15,1,2,8,1,105,69,45,18,15,10,14,1,13130,6,4355,2014,Spain,Switzerland,40.463667,-3.74922,46.818188,8.227512
2014-495,Dubai,Hard,32,A,20140224,29,103819,4,NA,Roger Federer,R,185,SUI,32.5475701574,104925,1,NA,Novak Djokovic,R,188,SRB,26.7624914442,3-6 6-3 6-2,3,SF,106,7,0,77,46,35,18,13,5,6,5,2,86,53,36,19,13,4,7,8,4305,2,10580,2014,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2014-404,Indian Wells Masters,Hard,96,M,20140306,95,104925,2,NA,Novak Djokovic,R,188,SRB,26.7816563997,103819,7,NA,Roger Federer,R,185,SUI,32.5667351129,3-6 6-3 7-6(3),3,F,132,6,5,96,62,47,17,15,1,3,6,4,101,64,45,21,15,4,6,2,10260,8,4625,2014,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2014-403,Miami Masters,Hard,96,M,20140319,95,104925,2,NA,Novak Djokovic,R,188,SRB,26.8199863107,104745,1,NA,Rafael Nadal,L,185,ESP,27.7864476386,6-3 6-3,3,F,84,5,0,49,35,30,8,9,1,1,2,1,52,37,22,7,9,1,4,2,10900,1,13130,2014,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2014-410,Monte Carlo Masters,Clay,56,M,20140413,54,103819,4,NA,Roger Federer,R,185,SUI,32.681724846,104925,2,NA,Novak Djokovic,R,188,SRB,26.8966461328,7-5 6-2,3,SF,75,3,1,57,40,33,10,10,2,2,2,0,59,40,24,12,10,2,5,4,5355,2,11680,2014,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2014-416,Rome Masters,Clay,56,M,20140511,55,104925,2,NA,Novak Djokovic,R,188,SRB,26.9733059548,104745,1,NA,Rafael Nadal,L,185,ESP,27.9397672827,4-6 6-3 6-3,3,F,139,7,0,72,45,32,15,14,2,6,0,2,93,70,38,10,14,8,14,2,11030,1,12900,2014,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2014-520,Roland Garros,Clay,128,G,20140526,127,104745,1,NA,Rafael Nadal,L,185,ESP,27.9780971937,104925,2,NA,Novak Djokovic,R,188,SRB,27.0116358658,3-6 7-5 6-2 6-4,5,F,211,3,4,120,84,61,18,19,6,9,11,3,126,82,59,16,20,4,10,1,12500,2,11850,2014,Spain,Serbia,40.463667,-3.74922,44.016521,21.005859
2014-540,Wimbledon,Grass,128,G,20140623,127,104925,1,NA,Novak Djokovic,R,188,SRB,27.0882956879,103819,4,NA,Roger Federer,R,185,SUI,32.8733744011,6-7(7) 6-4 7-6(4) 5-7 6-4,5,F,236,13,3,174,108,79,43,28,4,7,29,5,192,133,102,26,28,11,15,2,12330,4,4945,2014,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2014-5014,Shanghai Masters,Hard,56,M,20141005,53,103819,3,NA,Roger Federer,R,185,SUI,33.1608487337,104925,1,NA,Novak Djokovic,R,188,SRB,27.3757700205,6-4 6-4,3,SF,96,8,1,72,51,35,13,10,1,1,5,0,77,53,32,13,10,8,10,3,8170,1,12150,2014,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2014-605,Tour Finals,Hard,8,F,20141109,515,104925,1,NA,Novak Djokovic,R,188,SRB,27.4715947981,103819,2,NA,Roger Federer,R,185,SUI,33.2566735113,W/O,3,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10010,2,8700,2014,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2015-495,Dubai,Hard,32,A,20150223,31,103819,2,NA,Roger Federer,R,185,SUI,33.5441478439,104925,1,NA,Novak Djokovic,R,188,SRB,27.7590691307,6-3 7-5,3,F,84,12,1,79,51,41,11,11,7,7,1,2,62,39,27,12,10,0,2,2,9205,1,13045,2015,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2015-404,Indian Wells Masters,Hard,96,M,20150312,95,104925,1,NA,Novak Djokovic,R,188,SRB,27.7973990418,103819,2,NA,Roger Federer,R,185,SUI,33.582477755,6-3 6-7(5) 6-2,3,F,138,8,5,101,61,47,21,15,8,10,6,3,98,57,41,15,14,8,13,1,13205,2,9205,2015,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2015-410,Monte Carlo Masters,Clay,56,M,20150412,53,104925,1,NA,Novak Djokovic,R,188,SRB,27.8932238193,104745,3,NA,Rafael Nadal,L,185,ESP,28.8596851472,6-3 6-3,3,SF,98,1,0,57,43,31,8,9,2,3,2,3,66,43,25,11,9,6,10,1,13205,5,5255,2015,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2015-416,Rome Masters,Clay,56,M,20150510,55,104925,1,NA,Novak Djokovic,R,188,SRB,27.9698836413,103819,2,NA,Roger Federer,R,185,SUI,33.7549623546,6-4 6-3,3,F,76,5,1,53,38,32,10,10,1,1,7,1,62,39,30,8,9,3,5,1,13845,2,8645,2015,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2015-520,Roland Garros,Clay,128,G,20150524,121,104925,1,NA,Novak Djokovic,R,188,SRB,28.0082135524,104745,6,NA,Rafael Nadal,L,185,ESP,28.9746748802,7-5 6-3 6-1,5,QF,146,3,0,80,50,38,18,14,3,5,3,2,93,56,33,14,14,11,18,1,13845,7,4570,2015,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2015-540,Wimbledon,Grass,128,G,20150629,127,104925,1,NA,Novak Djokovic,R,188,SRB,28.1040383299,103819,2,NA,Roger Federer,R,185,SUI,33.8891170431,7-6(1) 6-7(10) 6-4 6-3,5,F,176,13,1,145,95,70,30,21,6,7,14,3,141,94,70,23,22,6,10,1,13845,2,9665,2015,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2015-422,Cincinnati Masters,Hard,56,M,20150816,55,103819,2,NA,Roger Federer,R,185,SUI,34.0232717317,104925,1,NA,Novak Djokovic,R,188,SRB,28.2381930185,7-6(1) 6-3,3,F,90,7,2,61,35,29,19,11,0,0,5,4,79,47,33,15,10,7,8,3,8065,1,14265,2015,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2015-560,US Open,Hard,128,G,20150831,127,104925,1,NA,Novak Djokovic,R,188,SRB,28.2765229295,103819,2,NA,Roger Federer,R,185,SUI,34.0616016427,6-4 5-7 6-4 6-4,5,F,200,3,5,155,96,63,32,21,19,23,11,5,137,87,62,23,21,7,13,1,14865,2,9065,2015,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2015-747,Beijing,Hard,32,A,20151005,31,104925,1,NA,Novak Djokovic,R,188,SRB,28.372347707,104745,3,NA,Rafael Nadal,L,185,ESP,29.3388090349,6-2 6-2,3,F,91,7,0,57,47,33,5,8,2,2,0,1,48,34,19,5,8,1,5,1,15645,8,3770,2015,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2015-328,Basel,Hard,32,A,20151026,31,103819,1,NA,Roger Federer,R,185,SUI,34.2149212868,104745,3,NA,Rafael Nadal,L,185,ESP,29.3963039014,6-3 5-7 6-3,3,F,123,12,2,90,61,46,17,15,2,3,0,3,90,61,40,18,15,4,7,3,7930,7,4330,2015,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2015-605,Tour Finals,Hard,8,F,20151115,506,103819,3,NA,Roger Federer,R,185,SUI,34.2724161533,104925,1,NA,Novak Djokovic,R,188,SRB,28.4873374401,7-5 6-2,3,RR,NA,6,2,52,36,27,12,10,2,3,2,1,64,47,24,12,10,4,8,3,7340,1,15285,2015,Switzerland,Serbia,46.818188,8.227512,44.016521,21.005859
2015-605,Tour Finals,Hard,8,F,20151115,514,104925,1,NA,Novak Djokovic,R,188,SRB,28.4873374401,104745,5,NA,Rafael Nadal,L,185,ESP,29.453798768,6-3 6-3,3,SF,NA,4,1,46,28,25,11,9,0,0,3,0,53,37,20,11,9,2,5,1,15285,5,4630,2015,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2015-605,Tour Finals,Hard,8,F,20151115,515,104925,1,NA,Novak Djokovic,R,188,SRB,28.4873374401,103819,3,NA,Roger Federer,R,185,SUI,34.2724161533,6-3 6-4,3,F,80,5,0,56,37,23,16,9,2,2,6,2,59,38,27,9,10,6,9,1,15285,3,7340,2015,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2016-0451,Doha,Hard,32,A,20160104,300,104925,1,NA,Novak Djokovic,R,188,SRB,28.6214921287,104745,2,NA,Rafael Nadal,L,185,ESP,29.5879534565,6-1 6-2,3,F,73,4,1,44,33,26,8,8,1,1,3,1,43,28,14,6,7,3,7,1,16585,5,5230,2016,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2016-580,Australian Open,Hard,128,G,20160118,224,104925,1,NA,Novak Djokovic,R,188,SRB,28.6598220397,103819,3,NA,Roger Federer,R,185,SUI,34.4449007529,6-1 6-2 3-6 6-3,5,SF,139,10,1,97,65,50,21,17,3,4,5,1,100,57,35,21,16,4,9,1,16790,3,8165,2016,Serbia,Switzerland,44.016521,21.005859,46.818188,8.227512
2016-M006,Indian Wells Masters,Hard,128,M,20160307,318,104925,1,NA,Novak Djokovic,R,188,SRB,28.7939767283,104745,4,NA,Rafael Nadal,L,185,ESP,29.7604380561,7-6(5) 6-2,3,SF,118,2,3,60,42,30,11,10,1,2,2,0,93,74,40,11,10,9,12,1,16540,5,4810,2016,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2016-M009,Rome Masters,Clay,64,M,20160509,297,104925,1,NA,Novak Djokovic,R,188,SRB,28.9664613279,104745,5,NA,Rafael Nadal,L,185,ESP,29.9329226557,7-5 7-6(4),3,QF,144,3,2,79,56,36,15,12,1,3,2,1,92,76,45,11,12,6,9,1,16550,5,5675,2016,Serbia,Spain,44.016521,21.005859,40.463667,-3.74922
2017-580,Australian Open,Hard,128,G,20170116,226,103819,17,NA,Roger Federer,R,185,SUI,35.4414784394,104745,9,NA,Rafael Nadal,L,185,ESP,30.6228610541,6-4 3-6 6-1 3-6 6-3,5,F,217,20,3,138,85,65,26,22,13,17,4,3,151,110,69,23,22,14,20,17,1980,9,3195,2017,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2017-M006,Indian Wells Masters,Hard,128,M,20170306,287,103819,9,NA,Roger Federer,R,185,SUI,35.575633128,104745,5,NA,Rafael Nadal,L,185,ESP,30.7570157426,6-2 6-3,3,R16,68,5,1,45,25,19,15,8,1,1,2,0,54,32,18,13,9,1,5,10,3305,6,4415,2017,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2017-M007,Miami Masters,Hard,128,M,20170320,300,103819,4,NA,Roger Federer,R,185,SUI,35.613963039,104745,5,NA,Rafael Nadal,L,185,ESP,30.7953456537,6-3 6-4,3,F,94,5,1,62,39,34,11,10,4,4,4,1,65,41,27,12,9,7,9,6,4305,7,4145,2017,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
