tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,winner_country,loser_country,winner_lat,winner_long,loser_lat,loser_long
2004-615,Dusseldorf,Clay,64,A,17/5/2004,299,103454,NA,NA,Nicolas Massu,R,183,CHI,24.60232717,102882,NA,NA,Mark Philippoussis,R,196,AUS,27.52361396,6-3 6-1,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1633,18,1350,2004,Chile,Australia,-35.675147,-71.542969,-25.274398,133.775136
2005-1536,Madrid Masters,Hard,48,M,17/10/2005,47,104745,1,NA,Rafael Nadal,L,185,ESP,19.37303217,103344,8,NA,Ivan Ljubicic,R,193,CRO,26.58179329,3-6 2-6 6-3 6-4 7-6(3),5,FALSE,233,6,2,159,123,88,13,24,8,13,32,6,140,93,72,24,24,5,9,2,4475,12,1640,2005,Spain,Croatia,40.463667,-3.74922,45.1,15.2
2005-1720,Bangkok,Hard,32,A,26/9/2005,31,103819,1,NA,Roger Federer,R,185,SUI,24.13415469,104918,NA,WC,Andy Murray,R,190,GBR,18.36824093,6-3 7-5,3,FALSE,86,2,2,67,36,26,21,11,2,3,6,3,75,34,24,20,10,6,9,1,6975,109,396,2005,Switzerland,United Kingdom,46.818188,8.227512,55.378051,-3.435973
2005-301,Auckland,Hard,32,A,10/1/2005,31,103602,5,NA,Fernando Gonzalez,R,183,CHI,24.45174538,103694,NA,NA,Olivier Rochus,R,168,BEL,23.97809719,6-4 6-2,3,FALSE,70,6,0,48,34,27,10,9,2,2,0,1,64,43,28,7,9,9,12,23,1235,58,645,2005,Chile,Belgium,-35.675147,-71.542969,50.503887,4.469936
2005-306,St. Poelten,Clay,32,A,16/5/2005,31,103786,1,NA,Nikolay Davydenko,R,178,RUS,23.95345654,103781,4,NA,Jurgen Melzer,L,183,AUT,23.9835729,6-3 2-6 6-4,3,FALSE,135,2,4,80,58,38,8,13,8,12,0,5,110,61,39,20,14,10,15,13,1505,47,810,2005,Russia,Austria,61.52401,105.318756,47.516231,14.550072
2005-308,Munich,Clay,32,A,25/4/2005,31,103900,1,NA,David Nalbandian,R,180,ARG,23.31279945,102318,5,NA,Andrei Pavel,R,183,ROU,31.24161533,6-4 6-1,3,FALSE,69,0,1,45,27,18,13,8,0,1,2,0,52,34,16,6,9,2,7,10,1930,38,950,2005,Argentina,Romania,-38.416097,-63.616672,45.943161,24.96676
2005-311,Queen's Club,Grass,56,A,6/6/2005,55,104053,2,NA,Andy Roddick,R,188,USA,22.76796715,103333,NA,NA,Ivo Karlovic,R,208,CRO,26.2696783,7-6(7) 7-6(4),3,FALSE,81,10,1,74,58,50,10,12,0,0,16,3,81,52,41,17,12,3,3,4,3590,77,520,2005,United States,Croatia,37.09024,-95.712891,45.1,15.2
2005-314,Gstaad,Clay,32,A,4/7/2005,31,103292,2,NA,Gaston Gaudio,R,175,ARG,26.56810404,104527,NA,NA,Stan Wawrinka,R,183,SUI,20.26830938,6-4 6-4,3,FALSE,104,1,3,64,48,31,11,10,3,4,13,6,91,46,34,17,10,9,12,13,1590,69,548,2005,Argentina,Switzerland,-38.416097,-63.616672,46.818188,8.227512
2005-315,Newport,Grass,32,A,4/7/2005,31,102257,3,NA,Greg Rusedski,L,193,GBR,31.82477755,102434,2,NA,Vincent Spadea,R,183,USA,30.9596167,7-6(3) 2-6 6-4,3,FALSE,116,8,8,82,45,40,19,15,4,7,0,2,100,59,41,26,15,7,9,39,863,49,730,2005,United Kingdom,United States,55.378051,-3.435973,37.09024,-95.712891
2005-316,Bastad,Clay,32,A,4/7/2005,31,104745,1,NA,Rafael Nadal,L,185,ESP,19.08555784,104607,NA,NA,Tomas Berdych,R,196,CZE,19.79466119,2-6 6-2 6-4,3,FALSE,120,1,1,71,51,32,12,13,5,9,1,0,86,47,26,19,13,2,7,3,3635,42,811,2005,Spain,Czechia,40.463667,-3.74922,NA,NA
2005-317,Amersfoort,Clay,32,A,18/7/2005,31,103602,2,NA,Fernando Gonzalez,R,183,CHI,24.96919918,102860,NA,NA,Agustin Calleri,R,183,ARG,28.84052019,7-5 6-3,3,FALSE,83,6,2,56,38,36,7,11,2,3,2,6,76,41,26,16,10,4,7,21,1295,94,437,2005,Chile,Argentina,-35.675147,-71.542969,-38.416097,-63.616672
2005-319,Kitzbuhel,Clay,48,A,25/7/2005,47,103292,3,NA,Gaston Gaudio,R,175,ARG,26.6255989,104269,NA,NA,Fernando Verdasco,L,188,ESP,21.69199179,2-6 6-2 6-4 6-4,5,FALSE,161,2,5,123,83,55,19,18,9,15,7,5,119,77,47,16,18,6,14,13,1590,68,555,2005,Argentina,Spain,-38.416097,-63.616672,40.463667,-3.74922
2005-321,Stuttgart,Clay,48,A,18/7/2005,47,104745,1,NA,Rafael Nadal,L,185,ESP,19.12388775,103292,3,NA,Gaston Gaudio,R,175,ARG,26.60643395,6-3 6-3 6-4,5,FALSE,161,3,2,91,63,44,13,14,3,5,4,1,113,73,43,17,14,15,21,3,3750,13,1590,2005,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2005-325,Palermo,Clay,32,A,26/9/2005,31,104214,NA,NA,Igor Andreev,R,185,RUS,22.20396988,103835,6,NA,Filippo Volandri,R,183,ITA,24.05749487,0-6 6-1 6-3,3,FALSE,94,1,2,71,43,27,12,11,7,11,1,5,71,46,26,13,11,5,10,52,739,44,836,2005,Russia,Italy,61.52401,105.318756,41.87194,12.56738
2005-328,Basel,Carpet,32,A,24/10/2005,31,103602,4,NA,Fernando Gonzalez,R,183,CHI,25.23750856,104571,NA,Q,Marcos Baghdatis,R,183,CYP,20.35318275,6-7(8) 6-3 7-5 6-4,5,FALSE,179,18,6,135,73,63,35,22,0,1,10,5,138,85,67,23,21,6,10,17,1480,85,488,2005,Chile,Cyprus,-35.675147,-71.542969,35.126413,33.429859
2005-329,Tokyo,Hard,48,A,3/10/2005,47,103325,NA,NA,Wesley Moodie,R,196,RSA,26.63381246,104339,5,NA,Mario Ancic,R,196,CRO,21.51129363,1-6 7-6(7) 6-4,3,FALSE,137,11,0,102,74,51,13,14,6,9,12,3,89,52,42,19,15,1,3,98,419,24,1205,2005,South Africa,Croatia,-30.559482,22.937506,45.1,15.2
2005-3348,New Haven,Hard,48,A,22/8/2005,47,103484,NA,WC,James Blake,R,185,USA,25.65092402,103852,5,NA,Feliciano Lopez,L,188,ESP,23.92060233,3-6 7-5 6-1,3,FALSE,98,7,2,73,39,33,20,14,2,4,10,2,88,58,40,14,14,6,10,67,545,27,1170,2005,United States,Spain,37.09024,-95.712891,40.463667,-3.74922
2005-337,Vienna,Hard,32,A,10/10/2005,31,103344,4,NA,Ivan Ljubicic,R,193,CRO,26.56262834,103507,7,NA,Juan Carlos Ferrero,R,183,ESP,25.65913758,6-2 6-4 7-6(5),5,FALSE,151,21,3,100,67,54,19,15,4,4,3,2,103,68,53,15,15,5,8,13,1530,22,1290,2005,Croatia,Spain,45.1,15.2,40.463667,-3.74922
2005-338,Sydney,Hard,32,A,10/1/2005,31,103720,1,NA,Lleyton Hewitt,R,180,AUS,23.87679671,104371,NA,Q,Ivo Minar,R,183,CZE,20.64065708,7-5 6-0,3,FALSE,62,13,4,49,29,25,7,9,0,2,0,6,57,20,12,13,9,5,11,3,3590,158,283,2005,Australia,Czechia,-25.274398,133.775136,NA,NA
2005-339,Adelaide,Hard,32,A,3/1/2005,31,104026,2,NA,Joachim Johansson,R,198,SWE,22.51060917,103758,5,NA,Taylor Dent,R,188,USA,23.69609856,7-5 6-3,3,FALSE,80,5,4,53,28,26,15,10,0,0,10,11,83,40,31,18,11,6,9,11,1595,32,955,2005,Sweden,United States,60.128161,18.643501,37.09024,-95.712891
2005-341,Metz,Hard,32,A,3/10/2005,31,103344,3,NA,Ivan Ljubicic,R,193,CRO,26.54346338,104792,6,NA,Gael Monfils,R,193,FRA,19.08829569,7-6(7) 6-0,3,FALSE,89,12,2,58,36,33,10,9,1,2,5,2,58,26,18,14,9,3,7,16,1430,45,814,2005,Croatia,France,45.1,15.2,46.227638,2.213749
2005-352,Paris Masters,Carpet,48,M,31/10/2005,47,104607,NA,NA,Tomas Berdych,R,196,CZE,20.12046543,103344,6,NA,Ivan Ljubicic,R,193,CRO,26.6201232,6-3 6-4 3-6 4-6 6-4,5,FALSE,182,18,2,136,79,66,31,24,1,3,28,2,126,85,71,22,24,6,9,50,725,10,1765,2005,Czechia,Croatia,NA,NA,45.1,15.2
2005-360,Casablanca,Clay,32,A,4/4/2005,31,103264,6,NA,Mariano Puerta,L,180,ARG,26.54072553,104338,NA,NA,Juan Monaco,R,185,ARG,21.01574264,6-4 6-1,3,FALSE,78,0,2,59,42,28,11,9,6,7,1,1,44,31,17,6,8,2,6,59,635,101,419,2005,Argentina,Argentina,-38.416097,-63.616672,-38.416097,-63.616672
2005-375,Lyon,Carpet,32,A,24/10/2005,31,104053,1,NA,Andy Roddick,R,188,USA,23.15126626,104792,NA,NA,Gael Monfils,R,193,FRA,19.14579055,6-3 6-2,3,FALSE,60,9,0,47,35,31,7,9,2,2,6,2,55,35,22,9,8,1,4,3,3120,36,889,2005,United States,France,37.09024,-95.712891,46.227638,2.213749
2005-402,Memphis,Hard,32,A,14/2/2005,31,102202,NA,NA,Kenneth Carlsen,L,190,DEN,31.83025325,103018,8,NA,Max Mirnyi,R,196,BLR,27.61122519,7-5 7-5,3,FALSE,98,9,1,70,51,38,14,12,4,4,15,5,80,50,41,10,12,8,10,87,468,39,895,2005,Denmark,Belarus,56.26392,9.501785,53.709807,27.953389
2005-403,Miami Masters,Hard,96,M,21/3/2005,95,103819,1,NA,Roger Federer,R,185,SUI,23.61670089,104745,29,NA,Rafael Nadal,L,185,ESP,18.7980835,2-6 6-7(4) 7-6(5) 6-3 6-1,5,FALSE,223,9,9,151,90,67,30,24,4,9,4,4,156,100,64,32,24,6,13,1,6050,31,1065,2005,Switzerland,Spain,46.818188,8.227512,40.463667,-3.74922
2005-404,Indian Wells Masters,Hard,96,M,7/3/2005,95,103819,1,NA,Roger Federer,R,185,SUI,23.57837098,103720,2,NA,Lleyton Hewitt,R,180,AUS,24.03011636,6-2 6-4 6-4,5,FALSE,114,14,3,84,48,39,21,14,6,7,5,7,94,46,30,23,14,10,15,1,6050,2,3990,2005,Switzerland,Australia,46.818188,8.227512,-25.274398,133.775136
2005-407,Rotterdam,Hard,32,A,14/2/2005,31,103819,1,NA,Roger Federer,R,185,SUI,23.52087611,103344,NA,NA,Ivan Ljubicic,R,193,CRO,25.91101985,5-7 7-5 7-6(5),3,FALSE,164,12,2,97,67,58,17,18,2,3,16,3,131,87,65,22,18,5,6,1,5975,19,1340,2005,Switzerland,Croatia,46.818188,8.227512,45.1,15.2
2005-408,Milan,Carpet,32,A,31/1/2005,31,104417,5,NA,Robin Soderling,R,193,SWE,20.46543463,103285,4,NA,Radek Stepanek,R,185,CZE,26.17932923,6-3 6-7(2) 7-6(5),3,FALSE,117,18,1,96,60,53,25,17,0,0,15,8,104,72,59,18,16,3,4,37,920,30,1040,2005,Sweden,Czechia,60.128161,18.643501,NA,NA
2005-410,Monte Carlo Masters,Clay,64,M,11/4/2005,63,104745,11,NA,Rafael Nadal,L,185,ESP,18.85557837,103909,6,NA,Guillermo Coria,R,175,ARG,23.24161533,6-3 6-1 0-6 7-5,5,FALSE,189,3,0,120,89,52,17,17,11,16,1,3,110,65,40,17,17,13,20,17,1340,9,2045,2005,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2005-414,Hamburg Masters,Clay,64,M,9/5/2005,63,103819,1,NA,Roger Federer,R,185,SUI,23.75085558,104755,NA,Q,Richard Gasquet,R,185,FRA,18.89117043,6-3 7-5 7-6(4),5,FALSE,133,4,4,112,70,53,29,17,5,5,1,3,88,49,39,23,16,1,3,1,6605,56,686,2005,Switzerland,France,46.818188,8.227512,46.227638,2.213749
2005-416,Rome Masters,Clay,64,M,2/5/2005,63,104745,5,NA,Rafael Nadal,L,185,ESP,18.91307324,103909,9,NA,Guillermo Coria,R,175,ARG,23.2991102,6-4 3-6 6-3 4-6 7-6(6),5,FALSE,314,1,3,176,119,70,26,25,8,17,3,7,202,148,85,23,25,11,20,7,2100,11,1915,2005,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2005-418,Washington,Hard,48,A,1/8/2005,47,104053,1,NA,Andy Roddick,R,188,USA,22.92128679,103484,NA,NA,James Blake,R,185,USA,25.59342916,7-5 6-3,3,FALSE,79,18,0,70,48,35,11,11,3,4,6,0,58,35,26,11,10,3,6,5,3200,101,405,2005,United States,United States,37.09024,-95.712891,37.09024,-95.712891
2005-419,Indianapolis,Hard,48,A,18/7/2005,47,104068,NA,NA,Robby Ginepri,R,183,USA,22.77891855,103758,4,NA,Taylor Dent,R,188,USA,24.23271732,4-6 6-0 3-0 RET,3,FALSE,86,6,1,58,41,29,13,10,2,3,5,5,68,37,23,12,9,4,8,98,415,30,1170,2005,United States,United States,37.09024,-95.712891,37.09024,-95.712891
2005-421,Canada Masters,Hard,64,M,8/8/2005,63,104745,1,NA,Rafael Nadal,L,185,ESP,19.18138261,101736,4,NA,Andre Agassi,R,180,USA,35.27720739,6-3 4-6 6-2,3,FALSE,118,7,1,81,54,39,19,14,2,3,7,4,75,43,31,16,13,3,6,2,4030,7,1915,2005,Spain,United States,40.463667,-3.74922,37.09024,-95.712891
2005-422,Cincinnati Masters,Hard,64,M,15/8/2005,63,103819,1,NA,Roger Federer,R,185,SUI,24.01916496,104053,5,NA,Andy Roddick,R,188,USA,22.9596167,6-3 7-5,3,FALSE,75,5,1,50,32,28,10,10,1,2,11,1,59,33,24,12,11,2,6,1,6500,5,3130,2005,Switzerland,United States,46.818188,8.227512,37.09024,-95.712891
2005-423,Los Angeles,Hard,32,A,25/7/2005,31,101736,1,NA,Andre Agassi,R,180,USA,35.23887748,104180,NA,NA,Gilles Muller,L,193,LUX,22.21218344,6-4 7-5,3,FALSE,88,6,2,66,46,38,11,11,2,2,10,1,77,42,28,20,11,6,8,6,2275,75,515,2005,United States,Luxembourg,37.09024,-95.712891,49.815273,6.129583
2005-424,San Jose,Hard,32,A,7/2/2005,31,104053,1,NA,Andy Roddick,R,188,USA,22.4421629,102642,NA,NA,Cyril Saulnier,R,190,FRA,29.48117728,6-0 6-4,3,FALSE,50,9,1,46,33,25,9,8,0,0,6,2,43,25,18,6,8,3,7,3,3855,55,699,2005,United States,France,37.09024,-95.712891,46.227638,2.213749
2005-425,Barcelona,Clay,56,A,18/4/2005,55,104745,8,NA,Rafael Nadal,L,185,ESP,18.87474333,103507,NA,NA,Juan Carlos Ferrero,R,183,ESP,25.18001369,6-1 7-6(4) 6-3,5,FALSE,176,6,1,113,86,60,15,15,8,9,1,6,99,66,44,13,13,7,11,11,1800,58,685,2005,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2005-429,Stockholm,Hard,32,A,10/10/2005,31,103484,6,NA,James Blake,R,185,USA,25.78507871,103387,NA,NA,Paradorn Srichaphan,R,185,THA,26.32443532,6-1 7-6(6),3,FALSE,82,7,1,66,39,32,14,9,4,5,0,7,77,35,22,20,10,8,12,33,980,55,680,2005,United States,Thailand,37.09024,-95.712891,15.870032,100.992541
2005-433,Scottsdale,Hard,32,A,21/2/2005,31,101885,NA,NA,Wayne Arthurs,L,190,AUS,33.93292266,104339,3,NA,Mario Ancic,R,196,CRO,20.89801506,7-5 6-3,3,FALSE,81,9,0,53,31,28,17,11,0,0,10,2,65,40,28,11,10,5,7,99,423,29,1131,2005,Australia,Croatia,-25.274398,133.775136,45.1,15.2
2005-438,Moscow,Carpet,32,A,10/10/2005,31,104214,7,NA,Igor Andreev,R,185,RUS,22.24229979,103017,6,NA,Nicolas Kiefer,R,183,GER,28.26557153,5-7 7-6(3) 6-2,3,FALSE,194,9,1,111,75,52,14,16,7,11,11,5,95,58,41,14,16,3,8,38,895,37,900,2005,Russia,Germany,61.52401,105.318756,51.165691,10.451526
2005-439,Umag,Clay,32,A,25/7/2005,31,103909,2,NA,Guillermo Coria,R,175,ARG,23.52908966,102845,6,NA,Carlos Moya,R,190,ESP,28.90896646,6-2 4-6 6-2,3,FALSE,130,0,9,88,54,37,19,13,4,6,2,3,79,38,26,19,13,4,9,15,1500,29,1130,2005,Argentina,Spain,-38.416097,-63.616672,40.463667,-3.74922
2005-440,s Hertogenbosch,Grass,32,A,13/6/2005,31,104339,3,NA,Mario Ancic,R,196,CRO,21.20465435,103566,NA,NA,Michael Llodra,L,190,FRA,25.07049966,7-5 6-4,3,FALSE,69,13,3,54,39,35,9,11,0,0,1,2,62,32,26,18,11,7,9,21,1315,65,595,2005,Croatia,France,45.1,15.2,46.227638,2.213749
2005-451,Doha,Hard,32,A,3/1/2005,31,103819,1,NA,Roger Federer,R,185,SUI,23.40588638,103344,6,NA,Ivan Ljubicic,R,193,CRO,25.79603012,6-3 6-1,3,FALSE,63,3,0,44,31,24,9,8,3,3,0,1,51,31,14,11,8,5,9,1,6335,22,1235,2005,Switzerland,Croatia,46.818188,8.227512,45.1,15.2
2005-468,Estoril,Clay,32,A,25/4/2005,31,103292,2,NA,Gaston Gaudio,R,175,ARG,26.37645448,103990,4,NA,Tommy Robredo,R,180,ESP,22.98425736,6-1 2-6 6-1,3,FALSE,109,0,3,69,39,28,18,11,2,4,1,1,80,47,30,11,11,7,12,5,2310,15,1605,2005,Argentina,Spain,-38.416097,-63.616672,40.463667,-3.74922
2005-475,Sopot,Clay,32,A,1/8/2005,31,104792,NA,NA,Gael Monfils,R,193,FRA,18.91581109,104252,NA,NA,Florian Mayer,R,190,GER,21.82340862,7-6(6) 4-6 7-5,3,FALSE,127,9,2,101,59,44,22,17,4,8,4,2,110,70,49,20,17,0,4,65,585,95,434,2005,France,Germany,46.227638,2.213749,51.165691,10.451526
2005-495,Dubai,Hard,32,A,21/2/2005,31,103819,1,NA,Roger Federer,R,185,SUI,23.54004107,103344,8,NA,Ivan Ljubicic,R,193,CRO,25.9301848,6-1 6-7(6) 6-3,3,FALSE,136,6,2,102,63,43,25,15,5,7,5,0,89,48,37,15,13,2,7,1,6050,14,1440,2005,Switzerland,Croatia,46.818188,8.227512,45.1,15.2
2005-496,Marseille,Hard,32,A,7/2/2005,31,104026,3,NA,Joachim Johansson,R,198,SWE,22.60643395,103344,8,NA,Ivan Ljubicic,R,193,CRO,25.89185489,7-5 6-4,3,FALSE,80,19,3,58,34,29,16,11,0,0,13,1,62,41,33,9,11,2,4,11,1820,22,1260,2005,Sweden,Croatia,60.128161,18.643501,45.1,15.2
2005-499,Delray Beach,Hard,32,A,31/1/2005,31,103598,3,NA,Xavier Malisse,R,185,BEL,24.53661875,102562,2,NA,Jiri Novak,R,190,CZE,29.86447639,7-6(6) 6-2,3,FALSE,85,10,2,67,44,36,8,10,5,6,2,3,80,46,29,16,10,6,9,46,808,28,1105,2005,Belgium,Czechia,50.503887,4.469936,NA,NA
2005-500,Halle,Grass,32,A,6/6/2005,31,103819,1,NA,Roger Federer,R,185,SUI,23.8275154,103498,2,NA,Marat Safin,R,193,RUS,25.35797399,6-4 6-7(6) 6-4,3,FALSE,125,9,1,97,59,44,28,16,5,6,12,0,97,66,53,15,16,1,4,1,6980,5,3065,2005,Switzerland,Russia,46.818188,8.227512,61.52401,105.318756
2005-505,Vina del Mar,Clay,32,A,31/1/2005,31,103292,1,NA,Gaston Gaudio,R,175,ARG,26.14647502,103602,2,NA,Fernando Gonzalez,R,183,CHI,24.50924025,6-3 6-4,3,FALSE,98,3,6,80,58,40,8,10,5,6,6,3,60,30,24,10,9,3,6,8,1960,14,1405,2005,Argentina,Chile,-38.416097,-63.616672,-35.675147,-71.542969
2005-506,Buenos Aires,Clay,32,A,7/2/2005,31,103292,2,NA,Gaston Gaudio,R,175,ARG,26.16563997,103264,NA,WC,Mariano Puerta,L,180,ARG,26.38740589,6-4 6-4,3,FALSE,92,4,1,62,40,30,14,10,0,0,1,0,58,30,20,17,10,3,5,8,2095,117,398,2005,Argentina,Argentina,-38.416097,-63.616672,-38.416097,-63.616672
2005-520,Roland Garros,Clay,128,G,23/5/2005,127,104745,4,NA,Rafael Nadal,L,185,ESP,18.9705681,103264,NA,NA,Mariano Puerta,L,180,ARG,26.67488022,6-7(6) 6-3 6-1 7-5,5,FALSE,204,7,3,137,108,73,12,20,11,14,4,2,137,83,53,23,20,10,18,5,2600,37,927,2005,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2005-533,Costa Do Sauipe,Clay,32,A,14/2/2005,31,104745,6,NA,Rafael Nadal,L,185,ESP,18.70225873,103252,NA,NA,Alberto Martin,R,175,ESP,26.48870637,6-0 6-7(2) 6-1,3,FALSE,126,0,2,74,50,31,12,12,5,8,1,2,84,45,25,13,13,6,15,48,790,61,610,2005,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2005-540,Wimbledon,Grass,128,G,20/6/2005,127,103819,1,NA,Roger Federer,R,185,SUI,23.86584531,104053,2,NA,Andy Roddick,R,188,USA,22.80629706,6-2 7-6(2) 6-4,5,FALSE,101,12,0,79,49,40,22,15,1,2,7,1,96,68,46,11,15,5,9,1,6980,4,3590,2005,Switzerland,United States,46.818188,8.227512,37.09024,-95.712891
2005-560,US Open,Hard,128,G,29/8/2005,127,103819,1,NA,Roger Federer,R,185,SUI,24.05749487,101736,7,NA,Andre Agassi,R,180,USA,35.33470226,6-3 2-6 7-6(1) 6-1,5,FALSE,139,19,0,107,81,60,15,19,3,6,6,4,131,78,45,29,17,14,18,1,6975,7,2190,2005,Switzerland,United States,46.818188,8.227512,37.09024,-95.712891
2005-568,St. Petersburg,Carpet,32,A,24/10/2005,31,102563,2,NA,Thomas Johansson,R,180,SWE,30.58726899,103017,5,NA,Nicolas Kiefer,R,183,GER,28.30390144,6-4 6-2,3,FALSE,95,10,0,65,46,33,11,9,8,8,6,2,65,36,22,16,9,9,12,15,1525,29,1075,2005,Sweden,Germany,60.128161,18.643501,51.165691,10.451526
2005-573,Valencia,Clay,32,A,4/4/2005,31,104214,7,NA,Igor Andreev,R,185,RUS,21.724846,103970,5,NA,David Ferrer,R,175,ESP,23.00616016,6-3 5-7 6-3,3,FALSE,129,1,1,89,56,34,16,15,5,11,1,5,99,64,35,15,15,5,13,47,809,32,1045,2005,Russia,Spain,61.52401,105.318756,40.463667,-3.74922
2005-580,Australian Open,Hard,128,G,17/1/2005,127,103498,4,NA,Marat Safin,R,193,RUS,24.97467488,103720,3,NA,Lleyton Hewitt,R,180,AUS,23.89596167,1-6 6-3 6-4 6-4,5,FALSE,165,18,1,110,66,48,25,18,5,8,7,3,125,61,43,33,18,7,11,4,3060,3,3590,2005,Russia,Australia,61.52401,105.318756,-25.274398,133.775136
2005-605,Masters Cup,Carpet,8,F,14/11/2005,5,103900,NA,NA,David Nalbandian,R,180,ARG,23.86858316,103819,NA,NA,Roger Federer,R,185,SUI,24.26830938,6-7(4) 6-7(11) 6-2 6-1 7-6(3),5,FALSE,273,2,6,196,137,91,30,25,14,20,9,8,190,113,77,27,26,4,15,12,1720,1,6225,2005,Argentina,Switzerland,-38.416097,-63.616672,46.818188,8.227512
2005-615,Dusseldorf,Clay,32,A,16/5/2005,3,103909,NA,NA,Guillermo Coria,R,175,ARG,23.33744011,104252,NA,NA,Florian Mayer,R,190,GER,21.61259411,6-1 6-1,3,FALSE,51,2,3,48,30,21,7,7,5,7,2,1,38,25,8,1,7,1,8,9,2040,54,715,2005,Argentina,Germany,-38.416097,-63.616672,51.165691,10.451526
2005-615,Dusseldorf,Clay,32,A,16/5/2005,8,103163,NA,NA,Tommy Haas,R,188,GER,27.11841205,103292,NA,NA,Gaston Gaudio,R,175,ARG,26.43394935,6-4 6-3,3,FALSE,98,4,3,66,37,29,11,10,6,8,3,3,75,47,27,12,9,9,13,22,1215,6,2440,2005,Germany,Argentina,51.165691,10.451526,-38.416097,-63.616672
2005-717,Houston,Clay,32,A,18/4/2005,31,104053,1,NA,Andy Roddick,R,188,USA,22.63381246,103206,6,NA,Sebastien Grosjean,R,175,FRA,26.88843258,6-2 6-2,3,FALSE,71,4,0,44,28,20,13,8,0,0,3,3,62,33,19,12,8,6,10,4,3340,30,1045,2005,United States,France,37.09024,-95.712891,46.227638,2.213749
2005-741,Nottingham,Grass,32,A,13/6/2005,31,104755,4,NA,Richard Gasquet,R,185,FRA,18.98699521,103018,8,NA,Max Mirnyi,R,196,BLR,27.93702943,6-2 6-3,3,FALSE,63,4,0,41,30,27,9,9,0,0,5,6,51,29,20,8,8,2,5,27,1170,40,880,2005,France,Belarus,46.227638,2.213749,53.709807,27.953389
2005-747,Beijing,Hard,32,A,12/9/2005,31,104745,1,NA,Rafael Nadal,L,185,ESP,19.27720739,103909,2,NA,Guillermo Coria,R,175,ARG,23.66324435,5-7 6-1 6-2,3,FALSE,116,4,0,77,62,43,8,14,2,4,4,4,82,61,39,7,13,8,13,2,4360,8,2015,2005,Spain,Argentina,40.463667,-3.74922,-38.416097,-63.616672
2005-773,Bucharest,Clay,32,A,12/9/2005,31,103722,NA,NA,Florent Serra,R,180,FRA,24.53661875,104214,NA,NA,Igor Andreev,R,185,RUS,22.16563997,6-3 6-4,3,FALSE,96,0,0,56,31,21,15,9,2,4,0,1,80,54,30,11,10,7,12,68,515,52,739,2005,France,Russia,46.227638,2.213749,61.52401,105.318756
2005-807,Acapulco,Clay,32,A,21/2/2005,31,104745,8,NA,Rafael Nadal,L,185,ESP,18.72142368,103656,NA,NA,Albert Montanes,R,175,ESP,24.23819302,6-1 6-0,3,FALSE,52,5,2,36,28,24,4,7,0,0,0,1,36,25,12,2,6,4,9,39,925,95,436,2005,Spain,Spain,40.463667,-3.74922,40.463667,-3.74922
2005-890,Ho Chi Minh City,Carpet,32,A,26/9/2005,31,102035,NA,NA,Jonas Bjorkman,R,183,SWE,33.51129363,103285,3,NA,Radek Stepanek,R,185,CZE,26.83093771,6-3 7-6(4),3,FALSE,84,9,4,63,39,34,16,11,0,0,7,0,66,47,36,10,10,1,2,93,438,16,1420,2005,Sweden,Czechia,60.128161,18.643501,NA,NA
2005-891,Chennai,Hard,32,A,3/1/2005,31,102845,1,NA,Carlos Moya,R,190,ESP,28.35318275,103387,2,NA,Paradorn Srichaphan,R,185,THA,25.5578371,3-6 6-4 7-6(5),3,FALSE,152,4,6,100,63,47,10,15,5,10,7,7,107,61,45,19,16,5,10,5,2520,27,1130,2005,Spain,Thailand,40.463667,-3.74922,15.870032,100.992541
2006-1536,Madrid Masters,Hard,48,M,16/10/2006,47,103819,1,NA,Roger Federer,R,185,SUI,25.18822724,103602,10,NA,Fernando Gonzalez,R,183,CHI,26.21492129,7-5 6-1 6-0,5,FALSE,108,11,2,81,45,36,24,13,2,2,4,0,79,50,26,15,12,7,13,1,7370,10,1965,2006,Switzerland,Chile,46.818188,8.227512,-35.675147,-71.542969
2006-1720,Bangkok,Hard,32,A,25/9/2006,31,103484,3,NA,James Blake,R,185,USA,26.74332649,103344,1,NA,Ivan Ljubicic,R,193,CRO,27.52087611,6-3 6-1,3,FALSE,59,1,0,47,30,21,11,8,1,2,2,4,45,19,13,7,8,1,6,9,2085,3,3245,2006,United States,Croatia,37.09024,-95.712891,45.1,15.2
