year,country_name,wins,runnerups,total_finals_games,finals_win_rate,total_wins,total_losses,total_games,win_rate,latitude,longitude
2007,Latvia,0,0,0,0,15,17,32,46.875,56.879635,24.603189
2007,Luxembourg,0,0,0,0,4,13,17,23.52941176470588,49.815273,6.129583
2007,Marshall Islands,0,0,0,0,1,1,2,50,7.131474,171.184478
2007,Mexico,0,0,0,0,6,5,11,54.54545454545454,23.634501,-102.552784
2007,Monaco,0,0,0,0,8,5,13,61.53846153846154,43.750298,7.412841
2007,Morocco,0,0,0,0,9,8,17,52.94117647058824,31.791702,-7.09262
2007,Netherlands,0,0,0,0,24,36,60,40,52.132633,5.291266
2007,New Zealand,0,0,0,0,5,4,9,55.55555555555556,-40.900557,174.885971
2007,Norway,0,0,0,0,2,7,9,22.22222222222222,60.472024,8.468946
2007,Pakistan,0,0,0,0,6,10,16,37.5,30.375321,69.345116
2007,Paraguay,0,0,0,0,7,3,10,70,-23.442503,-58.443832
2007,Peru,0,0,0,0,25,20,45,55.55555555555556,-9.189967,-75.015152
2007,Philippines,0,0,0,0,10,2,12,83.33333333333334,12.879721,121.774017
2007,Poland,0,0,0,0,12,8,20,60,51.919438,19.145136
2007,Portugal,0,0,0,0,3,9,12,25,39.399872,-8.224454
2007,Romania,0,0,0,0,22,26,48,45.83333333333333,45.943161,24.96676
2007,Slovakia,0,0,0,0,16,26,42,38.095238095238095,48.669026,19.699024
2007,Slovenia,0,0,0,0,5,5,10,50,46.151241,14.995463
2007,Solomon Islands,0,0,0,0,2,1,3,66.66666666666666,-9.64571,160.156194
2007,South Africa,0,0,0,0,11,16,27,40.74074074074074,-30.559482,22.937506
2007,South Korea,0,0,0,0,31,29,60,51.66666666666667,35.907757,127.766922
2007,Sweden,0,0,0,0,79,76,155,50.967741935483865,60.128161,18.643501
2007,Taiwan,0,0,0,0,13,21,34,38.23529411764706,23.69781,120.960515
2007,Thailand,0,0,0,0,11,31,42,26.190476190476193,15.870032,100.992541
2007,Ukraine,0,0,0,0,5,6,11,45.45454545454545,48.379433,31.16558
2007,Uruguay,0,0,0,0,10,1,11,90.9090909090909,-32.522779,-55.765835
2007,Uzbekistan,0,0,0,0,4,5,9,44.44444444444444,41.377491,64.585262
2007,Venezuela,0,0,0,0,2,10,12,16.666666666666664,6.42375,-66.58973
2008,Algeria,0,0,0,0,4,6,10,40,28.033886,1.659626
2008,Australia,0,0,0,0,50,65,115,43.47826086956522,-25.274398,133.775136
2008,Austria,0,0,0,0,41,62,103,39.80582524271845,47.516231,14.550072
2008,Bahamas,0,0,0,0,3,6,9,33.33333333333333,25.03428,-77.39628
2008,Belarus,0,0,0,0,6,14,20,30,53.709807,27.953389
2008,Bolivia,0,0,0,0,2,6,8,25,-16.290154,-63.588653
2008,Bosnia and Herzegovina,0,0,0,0,8,7,15,53.333333333333336,43.915886,17.679076
2008,Brazil,0,0,0,0,14,38,52,26.923076923076923,-14.235004,-51.92528
2008,Canada,0,0,0,0,19,36,55,34.54545454545455,56.130366,-106.346771
2008,China,0,0,0,0,9,9,18,50,35.86166,104.195397
2008,Colombia,0,0,0,0,12,22,34,35.294117647058826,4.570868,-74.297333
2008,Cyprus,0,0,0,0,14,18,32,43.75,35.126413,33.429859
2008,Denmark,0,0,0,0,4,8,12,33.33333333333333,56.26392,9.501785
2008,Dominican Republic,0,0,0,0,5,4,9,55.55555555555556,18.735693,-70.162651
2008,Ecuador,0,0,0,0,22,22,44,50,-1.831239,-78.183406
2008,Egypt,0,0,0,0,3,5,8,37.5,26.820553,30.802498
2008,El Salvador,0,0,0,0,3,7,10,30,13.794185,-88.89653
2008,Finland,0,0,0,0,27,32,59,45.76271186440678,61.92411,25.748151
2008,Georgia,0,0,0,0,1,6,7,14.285714285714285,42.315407,43.356892
2008,Greece,0,0,0,0,1,8,9,11.11111111111111,39.074208,21.824312
2008,Hungary,0,0,0,0,5,3,8,62.5,47.162494,19.503304
2008,India,0,0,0,0,13,15,28,46.42857142857143,20.593684,78.96288
2008,Indonesia,0,0,0,0,3,5,8,37.5,-0.789275,113.921327
2008,Ireland,0,0,0,0,5,3,8,62.5,53.41291,-8.24389
2008,Israel,0,0,0,0,18,30,48,37.5,31.046051,34.851612
2008,Italy,0,0,0,0,114,147,261,43.67816091954023,41.87194,12.56738
2008,Japan,0,0,0,0,25,22,47,53.191489361702125,36.204824,138.252924
2008,Kazakhstan,0,0,0,0,30,38,68,44.11764705882353,48.019573,66.923684
2008,Kuwait,0,0,0,0,3,6,9,33.33333333333333,29.31166,47.481766
2008,Latvia,0,0,0,0,26,27,53,49.056603773584904,56.879635,24.603189
2008,Luxembourg,0,0,0,0,7,12,19,36.84210526315789,49.815273,6.129583
2008,Mexico,0,0,0,0,2,9,11,18.181818181818183,23.634501,-102.552784
2008,Monaco,0,0,0,0,8,6,14,57.14285714285714,43.750298,7.412841
2008,Morocco,0,0,0,0,7,8,15,46.666666666666664,31.791702,-7.09262
2008,Netherlands,0,0,0,0,20,26,46,43.47826086956522,52.132633,5.291266
2008,New Zealand,0,0,0,0,10,5,15,66.66666666666666,-40.900557,174.885971
2008,Oman,0,0,0,0,2,6,8,25,21.512583,55.923255
2008,Pakistan,0,0,0,0,1,4,5,20,30.375321,69.345116
2008,Paraguay,0,0,0,0,9,5,14,64.28571428571429,-23.442503,-58.443832
2008,Peru,0,0,0,0,9,23,32,28.125,-9.189967,-75.015152
2008,Philippines,0,0,0,0,3,11,14,21.428571428571427,12.879721,121.774017
2008,Poland,0,0,0,0,4,10,14,28.57142857142857,51.919438,19.145136
2008,Portugal,0,0,0,0,12,13,25,48,39.399872,-8.224454
2008,Romania,0,0,0,0,27,34,61,44.26229508196721,45.943161,24.96676
2008,Samoa,0,0,0,0,1,3,4,25,-13.759029,-172.104629
2008,Slovakia,0,0,0,0,8,17,25,32,48.669026,19.699024
2008,Slovenia,0,0,0,0,11,7,18,61.111111111111114,46.151241,14.995463
2008,Solomon Islands,0,0,0,0,2,2,4,50,-9.64571,160.156194
2008,South Africa,0,0,0,0,21,19,40,52.5,-30.559482,22.937506
2008,South Korea,0,0,0,0,14,26,40,35,35.907757,127.766922
2008,Taiwan,0,0,0,0,13,18,31,41.935483870967744,23.69781,120.960515
2008,Thailand,0,0,0,0,2,8,10,20,15.870032,100.992541
2008,Tunisia,0,0,0,0,1,7,8,12.5,33.886917,9.537499
2008,Ukraine,0,0,0,0,15,6,21,71.42857142857143,48.379433,31.16558
2008,Uruguay,0,0,0,0,12,17,29,41.37931034482759,-32.522779,-55.765835
2008,Uzbekistan,0,0,0,0,6,6,12,50,41.377491,64.585262
2008,Venezuela,0,0,0,0,4,4,8,50,6.42375,-66.58973
2009,Algeria,0,0,0,0,1,10,11,9.090909090909092,28.033886,1.659626
2009,Austria,0,0,0,0,55,66,121,45.45454545454545,47.516231,14.550072
2009,Bahamas,0,0,0,0,3,5,8,37.5,25.03428,-77.39628
2009,Belarus,0,0,0,0,3,5,8,37.5,53.709807,27.953389
2009,Belgium,0,0,0,0,51,74,125,40.8,50.503887,4.469936
2009,Bosnia and Herzegovina,0,0,0,0,3,5,8,37.5,43.915886,17.679076
2009,Bulgaria,0,0,0,0,6,10,16,37.5,42.733883,25.48583
2009,Canada,0,0,0,0,21,31,52,40.38461538461539,56.130366,-106.346771
2009,Chile,0,0,0,0,57,46,103,55.33980582524271,-35.675147,-71.542969
2009,China,0,0,0,0,5,10,15,33.33333333333333,35.86166,104.195397
2009,Colombia,0,0,0,0,7,14,21,33.33333333333333,4.570868,-74.297333
2009,Cyprus,0,0,0,0,24,22,46,52.17391304347826,35.126413,33.429859
2009,Denmark,0,0,0,0,5,5,10,50,56.26392,9.501785
2009,Dominican Republic,0,0,0,0,9,3,12,75,18.735693,-70.162651
2009,Ecuador,0,0,0,0,14,21,35,40,-1.831239,-78.183406
2009,Egypt,0,0,0,0,4,4,8,50,26.820553,30.802498
2009,Finland,0,0,0,0,17,20,37,45.94594594594595,61.92411,25.748151
2009,Georgia,0,0,0,0,1,7,8,12.5,42.315407,43.356892
2009,Guatemala,0,0,0,0,2,6,8,25,15.783471,-90.230759
2009,Hungary,0,0,0,0,3,5,8,37.5,47.162494,19.503304
2009,India,0,0,0,0,15,12,27,55.55555555555556,20.593684,78.96288
2009,Indonesia,0,0,0,0,2,6,8,25,-0.789275,113.921327
2009,Ireland,0,0,0,0,5,3,8,62.5,53.41291,-8.24389
2009,Israel,0,0,0,0,22,26,48,45.83333333333333,31.046051,34.851612
2009,Italy,0,0,0,0,80,126,206,38.83495145631068,41.87194,12.56738
2009,Japan,0,0,0,0,9,15,24,37.5,36.204824,138.252924
2009,Kazakhstan,0,0,0,0,33,47,80,41.25,48.019573,66.923684
2009,Kuwait,0,0,0,0,3,6,9,33.33333333333333,29.31166,47.481766
2009,Latvia,0,0,0,0,27,28,55,49.09090909090909,56.879635,24.603189
2009,Lithuania,0,0,0,0,3,5,8,37.5,55.169438,23.881275
2009,Luxembourg,0,0,0,0,5,9,14,35.714285714285715,49.815273,6.129583
2009,Malaysia,0,0,0,0,3,5,8,37.5,4.210484,101.975766
2009,Mexico,0,0,0,0,6,5,11,54.54545454545454,23.634501,-102.552784
2009,Moldova,0,0,0,0,2,6,8,25,47.411631,28.369885
2009,Monaco,0,0,0,0,6,5,11,54.54545454545454,43.750298,7.412841
2009,Montenegro,0,0,0,0,1,4,5,20,42.708678,19.374389999999998
2009,Netherlands,0,0,0,0,7,13,20,35,52.132633,5.291266
2009,New Zealand,0,0,0,0,9,5,14,64.28571428571429,-40.900557,174.885971
2009,Oman,0,0,0,0,1,7,8,12.5,21.512583,55.923255
2009,Pakistan,0,0,0,0,5,3,8,62.5,30.375321,69.345116
2009,Paraguay,0,0,0,0,5,4,9,55.55555555555556,-23.442503,-58.443832
2009,Peru,0,0,0,0,4,8,12,33.33333333333333,-9.189967,-75.015152
2009,Philippines,0,0,0,0,8,4,12,66.66666666666666,12.879721,121.774017
2009,Poland,0,0,0,0,12,17,29,41.37931034482759,51.919438,19.145136
2009,Portugal,0,0,0,0,24,23,47,51.06382978723404,39.399872,-8.224454
2009,Romania,0,0,0,0,36,59,95,37.89473684210527,45.943161,24.96676
2009,Slovakia,0,0,0,0,11,20,31,35.483870967741936,48.669026,19.699024
2009,Slovenia,0,0,0,0,9,7,16,56.25,46.151241,14.995463
2009,South Africa,0,0,0,0,13,18,31,41.935483870967744,-30.559482,22.937506
2009,South Korea,0,0,0,0,4,5,9,44.44444444444444,35.907757,127.766922
2009,Taiwan,0,0,0,0,14,25,39,35.8974358974359,23.69781,120.960515
2009,Thailand,0,0,0,0,3,15,18,16.666666666666664,15.870032,100.992541
2009,Turkey,0,0,0,0,2,3,5,40,38.963745,35.243322
2009,Ukraine,0,0,0,0,23,21,44,52.27272727272727,48.379433,31.16558
2009,Uruguay,0,0,0,0,21,20,41,51.21951219512195,-32.522779,-55.765835
2009,Uzbekistan,0,0,0,0,18,25,43,41.86046511627907,41.377491,64.585262
2009,Venezuela,0,0,0,0,6,6,12,50,6.42375,-66.58973
2010,Australia,0,0,0,0,44,70,114,38.59649122807017,-25.274398,133.775136
2010,Belarus,0,0,0,0,1,11,12,8.333333333333332,53.709807,27.953389
2010,Belgium,0,0,0,0,48,79,127,37.79527559055118,50.503887,4.469936
2010,Bolivia,0,0,0,0,2,6,8,25,-16.290154,-63.588653
2010,Bosnia and Herzegovina,0,0,0,0,8,4,12,66.66666666666666,43.915886,17.679076
2010,Brazil,0,0,0,0,50,57,107,46.728971962616825,-14.235004,-51.92528
2010,Bulgaria,0,0,0,0,3,7,10,30,42.733883,25.48583
2010,Canada,0,0,0,0,12,21,33,36.36363636363637,56.130366,-106.346771
2010,Chile,0,0,0,0,22,24,46,47.82608695652174,-35.675147,-71.542969
2010,China,0,0,0,0,3,10,13,23.076923076923077,35.86166,104.195397
2010,Colombia,0,0,0,0,36,44,80,45,4.570868,-74.297333
2010,Czech Republic,0,0,0,0,80,70,150,53.333333333333336,49.817492,15.472962
2010,Denmark,0,0,0,0,5,4,9,55.55555555555556,56.26392,9.501785
2010,Dominican Republic,0,0,0,0,1,7,8,12.5,18.735693,-70.162651
2010,Ecuador,0,0,0,0,1,17,18,5.555555555555555,-1.831239,-78.183406
2010,Egypt,0,0,0,0,2,7,9,22.22222222222222,26.820553,30.802498
2010,El Salvador,0,0,0,0,3,5,8,37.5,13.794185,-88.89653
2010,Estonia,0,0,0,0,4,4,8,50,58.595272,25.013607
2010,Finland,0,0,0,0,32,33,65,49.23076923076923,61.92411,25.748151
2010,Germany,0,0,0,0,223,271,494,45.1417004048583,51.165691,10.451526
2010,Guatemala,0,0,0,0,2,6,8,25,15.783471,-90.230759
2010,Hungary,0,0,0,0,4,4,8,50,47.162494,19.503304
2010,India,0,0,0,0,11,20,31,35.483870967741936,20.593684,78.96288
2010,Indonesia,0,0,0,0,5,3,8,62.5,-0.789275,113.921327
2010,Ireland,0,0,0,0,6,6,12,50,53.41291,-8.24389
2010,Israel,0,0,0,0,17,28,45,37.77777777777778,31.046051,34.851612
2010,Italy,0,0,0,0,82,118,200,41,41.87194,12.56738
2010,Japan,0,0,0,0,8,18,26,30.76923076923077,36.204824,138.252924
2010,Latvia,0,0,0,0,31,26,57,54.385964912280706,56.879635,24.603189
2010,Lithuania,0,0,0,0,10,9,19,52.63157894736842,55.169438,23.881275
2010,Luxembourg,0,0,0,0,2,2,4,50,49.815273,6.129583
2010,Malaysia,0,0,0,0,2,7,9,22.22222222222222,4.210484,101.975766
2010,Mexico,0,0,0,0,10,3,13,76.92307692307693,23.634501,-102.552784
2010,Monaco,0,0,0,0,6,3,9,66.66666666666666,43.750298,7.412841
2010,Morocco,0,0,0,0,3,3,6,50,31.791702,-7.09262
2010,Netherlands,0,0,0,0,40,42,82,48.78048780487805,52.132633,5.291266
2010,New Zealand,0,0,0,0,10,5,15,66.66666666666666,-40.900557,174.885971
2010,Pakistan,0,0,0,0,3,5,8,37.5,30.375321,69.345116
2010,Paraguay,0,0,0,0,5,6,11,45.45454545454545,-23.442503,-58.443832
2010,Peru,0,0,0,0,5,2,7,71.42857142857143,-9.189967,-75.015152
2010,Philippines,0,0,0,0,3,9,12,25,12.879721,121.774017
2010,Poland,0,0,0,0,19,43,62,30.64516129032258,51.919438,19.145136
2010,Portugal,0,0,0,0,21,19,40,52.5,39.399872,-8.224454
2010,Romania,0,0,0,0,32,32,64,50,45.943161,24.96676
2010,Slovakia,0,0,0,0,23,39,62,37.096774193548384,48.669026,19.699024
2010,Slovenia,0,0,0,0,17,12,29,58.620689655172406,46.151241,14.995463
2010,Solomon Islands,0,0,0,0,2,2,4,50,-9.64571,160.156194
2010,South Africa,0,0,0,0,22,29,51,43.13725490196079,-30.559482,22.937506
2010,South Korea,0,0,0,0,4,9,13,30.76923076923077,35.907757,127.766922
2010,Sri Lanka,0,0,0,0,3,5,8,37.5,7.873054,80.771797
2010,Taiwan,0,0,0,0,18,28,46,39.130434782608695,23.69781,120.960515
2010,Thailand,0,0,0,0,8,5,13,61.53846153846154,15.870032,100.992541
2010,Turkey,0,0,0,0,5,15,20,25,38.963745,35.243322
2010,Ukraine,0,0,0,0,69,72,141,48.93617021276596,48.379433,31.16558
2010,Uruguay,0,0,0,0,23,27,50,46,-32.522779,-55.765835
2010,Uzbekistan,0,0,0,0,33,34,67,49.25373134328358,41.377491,64.585262
2010,Venezuela,0,0,0,0,6,5,11,54.54545454545454,6.42375,-66.58973
2011,Australia,0,0,0,0,39,58,97,40.20618556701031,-25.274398,133.775136
2011,Austria,0,0,0,0,32,50,82,39.02439024390244,47.516231,14.550072
2011,Belarus,0,0,0,0,4,4,8,50,53.709807,27.953389
2011,Belgium,0,0,0,0,49,55,104,47.11538461538461,50.503887,4.469936
2011,Bosnia and Herzegovina,0,0,0,0,6,7,13,46.15384615384615,43.915886,17.679076
2011,Brazil,0,0,0,0,45,60,105,42.857142857142854,-14.235004,-51.92528
2011,Bulgaria,0,0,0,0,21,30,51,41.17647058823529,42.733883,25.48583
2011,Chile,0,0,0,0,5,20,25,20,-35.675147,-71.542969
2011,China,0,0,0,0,5,9,14,35.714285714285715,35.86166,104.195397
2011,Colombia,0,0,0,0,43,47,90,47.77777777777778,4.570868,-74.297333
2011,Cyprus,0,0,0,0,28,33,61,45.90163934426229,35.126413,33.429859
2011,Czech Republic,0,0,0,0,94,77,171,54.97076023391813,49.817492,15.472962
2011,Denmark,0,0,0,0,6,7,13,46.15384615384615,56.26392,9.501785
2011,Dominican Republic,0,0,0,0,5,2,7,71.42857142857143,18.735693,-70.162651
2011,Ecuador,0,0,0,0,5,3,8,62.5,-1.831239,-78.183406
2011,El Salvador,0,0,0,0,2,6,8,25,13.794185,-88.89653
2011,Estonia,0,0,0,0,4,5,9,44.44444444444444,58.595272,25.013607
2011,Finland,0,0,0,0,24,29,53,45.28301886792453,61.92411,25.748151
2011,Greece,0,0,0,0,3,5,8,37.5,39.074208,21.824312
2011,Haiti,0,0,0,0,3,5,8,37.5,18.971187,-72.285215
2011,Hungary,0,0,0,0,7,5,12,58.333333333333336,47.162494,19.503304
2011,India,0,0,0,0,20,32,52,38.46153846153847,20.593684,78.96288
2011,Indonesia,0,0,0,0,3,5,8,37.5,-0.789275,113.921327
2011,Iran,0,0,0,0,3,5,8,37.5,32.427908,53.688046
2011,Ireland,0,0,0,0,5,6,11,45.45454545454545,53.41291,-8.24389
2011,Israel,0,0,0,0,10,17,27,37.03703703703704,31.046051,34.851612
2011,Japan,0,0,0,0,48,37,85,56.470588235294116,36.204824,138.252924
2011,Kazakhstan,0,0,0,0,16,52,68,23.52941176470588,48.019573,66.923684
2011,Latvia,0,0,0,0,23,25,48,47.91666666666667,56.879635,24.603189
2011,Lithuania,0,0,0,0,8,17,25,32,55.169438,23.881275
2011,Luxembourg,0,0,0,0,17,16,33,51.515151515151516,49.815273,6.129583
2011,Mexico,0,0,0,0,3,13,16,18.75,23.634501,-102.552784
2011,Monaco,0,0,0,0,5,6,11,45.45454545454545,43.750298,7.412841
2011,Morocco,0,0,0,0,6,4,10,60,31.791702,-7.09262
2011,Netherlands,0,0,0,0,35,51,86,40.69767441860465,52.132633,5.291266
2011,New Zealand,0,0,0,0,6,4,10,60,-40.900557,174.885971
2011,Pakistan,0,0,0,0,2,5,7,28.57142857142857,30.375321,69.345116
2011,Paraguay,0,0,0,0,6,4,10,60,-23.442503,-58.443832
2011,Peru,0,0,0,0,8,2,10,80,-9.189967,-75.015152
2011,Philippines,0,0,0,0,2,9,11,18.181818181818183,12.879721,121.774017
2011,Poland,0,0,0,0,22,26,48,45.83333333333333,51.919438,19.145136
2011,Portugal,0,0,0,0,18,36,54,33.33333333333333,39.399872,-8.224454
2011,Romania,0,0,0,0,21,39,60,35,45.943161,24.96676
2011,Slovakia,0,0,0,0,13,25,38,34.21052631578947,48.669026,19.699024
2011,Slovenia,0,0,0,0,17,26,43,39.53488372093023,46.151241,14.995463
2011,Solomon Islands,0,0,0,0,1,2,3,33.33333333333333,-9.64571,160.156194
2011,South Africa,0,0,0,0,52,39,91,57.14285714285714,-30.559482,22.937506
2011,South Korea,0,0,0,0,8,2,10,80,35.907757,127.766922
2011,Sweden,0,0,0,0,41,22,63,65.07936507936508,60.128161,18.643501
2011,Syria,0,0,0,0,2,6,8,25,34.802075,38.996815
2011,Taiwan,0,0,0,0,15,26,41,36.58536585365854,23.69781,120.960515
2011,Thailand,0,0,0,0,9,5,14,64.28571428571429,15.870032,100.992541
2011,Tunisia,0,0,0,0,3,7,10,30,33.886917,9.537499
2011,Turkey,0,0,0,0,5,13,18,27.77777777777778,38.963745,35.243322
2011,Uruguay,0,0,0,0,14,18,32,43.75,-32.522779,-55.765835
2011,Uzbekistan,0,0,0,0,13,26,39,33.33333333333333,41.377491,64.585262
2011,Venezuela,0,0,0,0,3,4,7,42.857142857142854,6.42375,-66.58973
2012,Algeria,0,0,0,0,1,1,2,50,28.033886,1.659626
2012,Australia,0,0,0,0,79,91,170,46.470588235294116,-25.274398,133.775136
2012,Austria,0,0,0,0,24,38,62,38.70967741935484,47.516231,14.550072
2012,Barbados,0,0,0,0,2,6,8,25,13.193887,-59.543198
2012,Belarus,0,0,0,0,8,7,15,53.333333333333336,53.709807,27.953389
2012,Belgium,0,0,0,0,74,87,161,45.962732919254655,50.503887,4.469936
2012,Bolivia,0,0,0,0,2,5,7,28.57142857142857,-16.290154,-63.588653
2012,Bosnia and Herzegovina,0,0,0,0,3,5,8,37.5,43.915886,17.679076
2012,Bulgaria,0,0,0,0,26,20,46,56.52173913043478,42.733883,25.48583
2012,Chile,0,0,0,0,6,15,21,28.57142857142857,-35.675147,-71.542969
2012,China,0,0,0,0,5,12,17,29.411764705882355,35.86166,104.195397
2012,Colombia,0,0,0,0,39,51,90,43.333333333333336,4.570868,-74.297333
2012,Cyprus,0,0,0,0,35,31,66,53.03030303030303,35.126413,33.429859
2012,Dominican Republic,0,0,0,0,8,3,11,72.72727272727273,18.735693,-70.162651
2012,Ecuador,0,0,0,0,5,3,8,62.5,-1.831239,-78.183406
2012,Egypt,0,0,0,0,3,5,8,37.5,26.820553,30.802498
2012,El Salvador,0,0,0,0,2,6,8,25,13.794185,-88.89653
2012,Estonia,0,0,0,0,12,14,26,46.15384615384615,58.595272,25.013607
2012,Finland,0,0,0,0,26,33,59,44.06779661016949,61.92411,25.748151
2012,Hungary,0,0,0,0,8,8,16,50,47.162494,19.503304
2012,India,0,0,0,0,7,9,16,43.75,20.593684,78.96288
2012,Indonesia,0,0,0,0,7,5,12,58.333333333333336,-0.789275,113.921327
2012,Ireland,0,0,0,0,4,4,8,50,53.41291,-8.24389
2012,Israel,0,0,0,0,15,21,36,41.66666666666667,31.046051,34.851612
2012,Japan,0,0,0,0,63,62,125,50.4,36.204824,138.252924
2012,Kazakhstan,0,0,0,0,16,26,42,38.095238095238095,48.019573,66.923684
2012,Latvia,0,0,0,0,19,22,41,46.34146341463415,56.879635,24.603189
2012,Lithuania,0,0,0,0,10,5,15,66.66666666666666,55.169438,23.881275
2012,Luxembourg,0,0,0,0,24,26,50,48,49.815273,6.129583
2012,Madagascar,0,0,0,0,1,7,8,12.5,-18.766947,46.869107
2012,Mexico,0,0,0,0,9,6,15,60,23.634501,-102.552784
2012,Moldova,0,0,0,0,3,5,8,37.5,47.411631,28.369885
2012,Monaco,0,0,0,0,3,7,10,30,43.750298,7.412841
2012,Morocco,0,0,0,0,3,7,10,30,31.791702,-7.09262
2012,Netherlands,0,0,0,0,34,43,77,44.15584415584416,52.132633,5.291266
2012,New Zealand,0,0,0,0,2,7,9,22.22222222222222,-40.900557,174.885971
2012,Pakistan,0,0,0,0,2,6,8,25,30.375321,69.345116
2012,Paraguay,0,0,0,0,4,4,8,50,-23.442503,-58.443832
2012,Philippines,0,0,0,0,10,2,12,83.33333333333334,12.879721,121.774017
2012,Poland,0,0,0,0,39,34,73,53.42465753424658,51.919438,19.145136
2012,Portugal,0,0,0,0,17,35,52,32.69230769230769,39.399872,-8.224454
2012,Romania,0,0,0,0,12,36,48,25,45.943161,24.96676
2012,Russia,0,0,0,0,95,151,246,38.61788617886179,61.52401,105.318756
2012,Slovenia,0,0,0,0,22,28,50,44,46.151241,14.995463
2012,South Africa,0,0,0,0,36,37,73,49.31506849315068,-30.559482,22.937506
2012,South Korea,0,0,0,0,3,5,8,37.5,35.907757,127.766922
2012,Sri Lanka,0,0,0,0,4,4,8,50,7.873054,80.771797
2012,Sweden,0,0,0,0,1,11,12,8.333333333333332,60.128161,18.643501
2012,Taiwan,0,0,0,0,17,27,44,38.63636363636363,23.69781,120.960515
2012,Thailand,0,0,0,0,3,8,11,27.27272727272727,15.870032,100.992541
2012,Tunisia,0,0,0,0,6,11,17,35.294117647058826,33.886917,9.537499
2012,Turkey,0,0,0,0,3,7,10,30,38.963745,35.243322
2012,Uruguay,0,0,0,0,4,2,6,66.66666666666666,-32.522779,-55.765835
2012,Uzbekistan,0,0,0,0,33,36,69,47.82608695652174,41.377491,64.585262
2012,Venezuela,0,0,0,0,5,2,7,71.42857142857143,6.42375,-66.58973
2013,Barbados,0,0,0,0,3,4,7,42.857142857142854,13.193887,-59.543198
2013,Belarus,0,0,0,0,3,4,7,42.857142857142854,53.709807,27.953389
2013,Belgium,0,0,0,0,35,63,98,35.714285714285715,50.503887,4.469936
2013,Benin,0,0,0,0,2,6,8,25,9.30769,2.315834
2013,Bosnia and Herzegovina,0,0,0,0,6,6,12,50,43.915886,17.679076
2013,Brazil,0,0,0,0,11,36,47,23.404255319148938,-14.235004,-51.92528
2013,Chile,0,0,0,0,4,10,14,28.57142857142857,-35.675147,-71.542969
2013,China,0,0,0,0,5,9,14,35.714285714285715,35.86166,104.195397
2013,Colombia,0,0,0,0,32,53,85,37.64705882352941,4.570868,-74.297333
2013,Cyprus,0,0,0,0,16,28,44,36.36363636363637,35.126413,33.429859
2013,Dominican Republic,0,0,0,0,5,4,9,55.55555555555556,18.735693,-70.162651
2013,Ecuador,0,0,0,0,5,5,10,50,-1.831239,-78.183406
2013,Egypt,0,0,0,0,1,1,2,50,26.820553,30.802498
2013,El Salvador,0,0,0,0,6,3,9,66.66666666666666,13.794185,-88.89653
2013,Estonia,0,0,0,0,3,10,13,23.076923076923077,58.595272,25.013607
2013,Finland,0,0,0,0,37,33,70,52.85714285714286,61.92411,25.748151
2013,Guatemala,0,0,0,0,4,4,8,50,15.783471,-90.230759
2013,Haiti,0,0,0,0,1,7,8,12.5,18.971187,-72.285215
2013,Hungary,0,0,0,0,3,7,10,30,47.162494,19.503304
2013,India,0,0,0,0,17,20,37,45.94594594594595,20.593684,78.96288
2013,Ireland,0,0,0,0,4,4,8,50,53.41291,-8.24389
2013,Israel,0,0,0,0,6,16,22,27.27272727272727,31.046051,34.851612
2013,Japan,0,0,0,0,53,48,101,52.475247524752476,36.204824,138.252924
2013,Kazakhstan,0,0,0,0,13,16,29,44.827586206896555,48.019573,66.923684
2013,Kuwait,0,0,0,0,3,5,8,37.5,29.31166,47.481766
2013,Latvia,0,0,0,0,39,21,60,65,56.879635,24.603189
2013,Lithuania,0,0,0,0,15,20,35,42.857142857142854,55.169438,23.881275
2013,Luxembourg,0,0,0,0,6,12,18,33.33333333333333,49.815273,6.129583
2013,Mexico,0,0,0,0,5,6,11,45.45454545454545,23.634501,-102.552784
2013,Moldova,0,0,0,0,7,4,11,63.63636363636363,47.411631,28.369885
2013,Monaco,0,0,0,0,3,5,8,37.5,43.750298,7.412841
2013,Netherlands,0,0,0,0,61,66,127,48.031496062992126,52.132633,5.291266
2013,New Zealand,0,0,0,0,10,3,13,76.92307692307693,-40.900557,174.885971
2013,Pakistan,0,0,0,0,3,5,8,37.5,30.375321,69.345116
2013,Peru,0,0,0,0,5,3,8,62.5,-9.189967,-75.015152
2013,Philippines,0,0,0,0,6,6,12,50,12.879721,121.774017
2013,Poland,0,0,0,0,48,54,102,47.05882352941176,51.919438,19.145136
2013,Portugal,0,0,0,0,26,20,46,56.52173913043478,39.399872,-8.224454
2013,Romania,0,0,0,0,23,42,65,35.38461538461539,45.943161,24.96676
2013,Slovakia,0,0,0,0,28,47,75,37.333333333333336,48.669026,19.699024
2013,Slovenia,0,0,0,0,38,55,93,40.86021505376344,46.151241,14.995463
2013,South Africa,0,0,0,0,39,33,72,54.166666666666664,-30.559482,22.937506
2013,South Korea,0,0,0,0,5,5,10,50,35.907757,127.766922
2013,Sri Lanka,0,0,0,0,4,4,8,50,7.873054,80.771797
2013,Sweden,0,0,0,0,3,12,15,20,60.128161,18.643501
2013,Syria,0,0,0,0,4,4,8,50,34.802075,38.996815
2013,Taiwan,0,0,0,0,22,29,51,43.13725490196079,23.69781,120.960515
2013,Thailand,0,0,0,0,4,5,9,44.44444444444444,15.870032,100.992541
