year,country_name,wins,runnerups,total_finals_games,finals_win_rate,total_wins,total_losses,total_games,win_rate,latitude,longitude
2004,Germany,2,7,9,22.22222222222222,167,173,340,49.11764705882353,51.165691,10.451526
2004,Italy,1,2,3,33.33333333333333,65,81,146,44.52054794520548,41.87194,12.56738
2004,Netherlands,1,1,2,50,77,98,175,44,52.132633,5.291266
2004,Russia,6,5,11,54.54545454545454,181,149,330,54.848484848484844,61.52401,105.318756
2004,Slovakia,3,2,5,60,76,66,142,53.52112676056338,48.669026,19.699024
2004,Spain,8,7,15,53.333333333333336,412,408,820,50.24390243902439,40.463667,-3.74922
2004,Sweden,3,2,5,60,133,124,257,51.75097276264592,60.128161,18.643501
2004,Thailand,1,1,2,50,49,37,86,56.97674418604651,15.870032,100.992541
2004,United Kingdom,1,2,3,33.33333333333333,79,58,137,57.66423357664233,55.378051,-3.435973
2004,United States,6,10,16,37.5,320,277,597,53.60134003350083,37.09024,-95.712891
2005,Argentina,10,9,19,52.63157894736842,335,229,564,59.39716312056738,-38.416097,-63.616672
2005,Australia,2,2,4,50,77,69,146,52.73972602739726,-25.274398,133.775136
2005,Belgium,1,1,2,50,88,97,185,47.56756756756757,50.503887,4.469936
2005,Chile,3,1,4,75,73,54,127,57.48031496062992,-35.675147,-71.542969
2005,Croatia,3,9,12,25,119,86,205,58.048780487804876,45.1,15.2
2005,Czech Republic,1,5,6,16.666666666666664,175,209,384,45.57291666666667,49.817492,15.472962
2005,France,3,6,9,33.33333333333333,221,273,494,44.73684210526316,46.227638,2.213749
2005,Germany,1,4,5,20,160,217,377,42.44031830238727,51.165691,10.451526
2005,Russia,5,2,7,71.42857142857143,166,123,289,57.43944636678201,61.52401,105.318756
2005,Spain,12,10,22,54.54545454545454,449,396,845,53.13609467455621,40.463667,-3.74922
2005,Switzerland,11,2,13,84.61538461538461,107,39,146,73.28767123287672,46.818188,8.227512
2005,United Kingdom,1,1,2,50,69,73,142,48.59154929577465,55.378051,-3.435973
2005,United States,9,8,17,52.94117647058824,299,264,563,53.108348134991125,37.09024,-95.712891
2006,Argentina,3,4,7,42.857142857142854,238,214,452,52.654867256637175,-38.416097,-63.616672
2006,Australia,2,2,4,50,63,58,121,52.066115702479344,-25.274398,133.775136
2006,Austria,1,3,4,25,68,62,130,52.307692307692314,47.516231,14.550072
2006,Belgium,1,4,5,20,115,105,220,52.27272727272727,50.503887,4.469936
2006,Chile,1,6,7,14.285714285714285,98,66,164,59.756097560975604,-35.675147,-71.542969
2006,Croatia,7,5,12,58.333333333333336,139,77,216,64.35185185185185,45.1,15.2
2006,Cyprus,1,1,2,50,37,24,61,60.65573770491803,35.126413,33.429859
2006,Czech Republic,1,4,5,20,151,186,337,44.80712166172107,49.817492,15.472962
2006,Finland,1,1,2,50,56,32,88,63.63636363636363,61.92411,25.748151
2006,France,6,4,10,60,271,293,564,48.04964539007092,46.227638,2.213749
2006,Germany,3,3,6,50,199,224,423,47.04491725768322,51.165691,10.451526
2006,Italy,2,2,4,50,116,171,287,40.41811846689895,41.87194,12.56738
2006,Russia,6,5,11,54.54545454545454,211,153,364,57.96703296703297,61.52401,105.318756
2006,Serbia,2,1,3,66.66666666666666,67,68,135,49.629629629629626,44.016521,21.005859
2006,Spain,10,6,16,62.5,383,332,715,53.56643356643357,40.463667,-3.74922
2006,Switzerland,13,4,17,76.47058823529412,135,47,182,74.17582417582418,46.818188,8.227512
2006,United Kingdom,1,2,3,33.33333333333333,91,83,174,52.29885057471264,55.378051,-3.435973
2006,United States,7,6,13,53.84615384615385,250,257,507,49.30966469428008,37.09024,-95.712891
2007,Argentina,8,5,13,61.53846153846154,295,276,571,51.66374781085814,-38.416097,-63.616672
2007,Australia,1,1,2,50,57,57,114,50,-25.274398,133.775136
2007,Belgium,3,1,4,75,57,70,127,44.881889763779526,50.503887,4.469936
2007,Chile,1,3,4,25,67,66,133,50.37593984962406,-35.675147,-71.542969
2007,Croatia,5,3,8,62.5,118,77,195,60.51282051282051,45.1,15.2
2007,Cyprus,1,2,3,33.33333333333333,49,25,74,66.21621621621621,35.126413,33.429859
2007,Czech Republic,3,1,4,75,108,118,226,47.78761061946903,49.817492,15.472962
2007,France,7,8,15,46.666666666666664,362,340,702,51.566951566951566,46.227638,2.213749
2007,Germany,2,1,3,66.66666666666666,172,196,368,46.73913043478261,51.165691,10.451526
2007,Russia,4,2,6,66.66666666666666,218,185,403,54.09429280397022,61.52401,105.318756
2007,Serbia,5,2,7,71.42857142857143,105,69,174,60.3448275862069,44.016521,21.005859
2007,Spain,13,12,25,52,435,324,759,57.31225296442688,40.463667,-3.74922
2007,Switzerland,8,6,14,57.14285714285714,95,46,141,67.37588652482269,46.818188,8.227512
2007,United Kingdom,2,2,4,50,53,48,101,52.475247524752476,55.378051,-3.435973
2007,United States,4,6,10,40,246,267,513,47.953216374269005,37.09024,-95.712891
2008,Argentina,6,7,13,46.15384615384615,251,239,490,51.22448979591837,-38.416097,-63.616672
2008,Belgium,1,1,2,50,56,85,141,39.71631205673759,50.503887,4.469936
2008,Chile,2,1,3,66.66666666666666,55,46,101,54.45544554455446,-35.675147,-71.542969
2008,Croatia,2,2,4,50,130,105,235,55.319148936170215,45.1,15.2
2008,Czech Republic,1,2,3,33.33333333333333,97,112,209,46.411483253588514,49.817492,15.472962
2008,France,8,8,16,50,345,342,687,50.21834061135371,46.227638,2.213749
2008,Germany,2,2,4,50,173,212,385,44.935064935064936,51.165691,10.451526
2008,Russia,8,7,15,53.333333333333336,222,165,387,57.36434108527132,61.52401,105.318756
2008,Serbia,4,4,8,50,117,77,194,60.30927835051546,44.016521,21.005859
2008,Spain,16,10,26,61.53846153846154,435,321,756,57.53968253968254,40.463667,-3.74922
2008,Sweden,2,4,6,33.33333333333333,74,65,139,53.23741007194245,60.128161,18.643501
2008,Switzerland,4,6,10,40,114,51,165,69.0909090909091,46.818188,8.227512
2008,United Kingdom,5,1,6,83.33333333333334,61,35,96,63.541666666666664,55.378051,-3.435973
2008,United States,4,5,9,44.44444444444444,260,253,513,50.682261208576996,37.09024,-95.712891
2009,Argentina,4,7,11,36.36363636363637,212,227,439,48.29157175398633,-38.416097,-63.616672
2009,Australia,1,1,2,50,53,49,102,51.9607843137255,-25.274398,133.775136
2009,Brazil,1,1,2,50,32,48,80,40,-14.235004,-51.92528
2009,Croatia,3,3,6,50,123,87,210,58.57142857142858,45.1,15.2
